seq_len,head_dim,dtype,causal,batch_size,heads,device,method,backend,status,error,mean_latency_ms,median_latency_ms,min_latency_ms,max_latency_ms,std_latency_ms,memory_allocated_bytes
4096,128,float16,True,1,16,cuda,sdpa_auto,cuda_sdpa_auto,ok,,1.1286208033561707,1.1282240152359009,1.1066559553146362,1.151360034942627,0.010326759120805816,67372032
4096,128,float16,True,1,16,cuda,flash_forced,cuda_sdpa_flash_forced,ok,,1.1466976046562194,1.148688018321991,1.120736002922058,1.176576018333435,0.014775400869818111,67372032
4096,128,bfloat16,False,1,16,cuda,sdpa_auto,cuda_sdpa_auto,ok,,6.68079035282135,6.816767930984497,5.5562238693237305,6.944831848144531,0.40912523339908824,67372032
4096,128,bfloat16,False,1,16,cuda,flash_forced,cuda_sdpa_flash_forced,ok,,6.686974406242371,6.691936016082764,6.595327854156494,6.795040130615234,0.047548854818490464,67372032
4096,128,bfloat16,True,1,16,cuda,sdpa_auto,cuda_sdpa_auto,ok,,1.125843209028244,1.125984013080597,1.094655990600586,1.1464320421218872,0.014070009209413935,67372032
4096,128,bfloat16,True,1,16,cuda,flash_forced,cuda_sdpa_flash_forced,ok,,1.13196160197258,1.1349919438362122,1.1018240451812744,1.153439998626709,0.012442989016916772,67372032
4096,256,float16,False,1,16,cuda,sdpa_auto,cuda_sdpa_auto,ok,,13.307361602783203,13.407455921173096,11.660287857055664,13.77791976928711,0.5099346603992965,134480896
4096,256,float16,False,1,16,cuda,flash_forced,cuda_sdpa_flash_forced,ok,,13.33707365989685,13.288832187652588,13.20793628692627,13.553024291992188,0.10380479602212178,134480896
4096,256,float16,True,1,16,cuda,sdpa_auto,cuda_sdpa_auto,ok,,5.964900827407837,6.754192113876343,4.573696136474609,6.77785587310791,1.0081236164828105,134480896
4096,256,float16,True,1,16,cuda,flash_forced,cuda_sdpa_flash_forced,ok,,4.745712018013,4.738048076629639,4.66431999206543,4.827871799468994,0.06286316264489551,134480896
4096,256,bfloat16,False,1,16,cuda,sdpa_auto,cuda_sdpa_auto,ok,,11.756420707702636,13.285823822021484,9.018367767333984,13.516703605651855,2.00060801415617,134480896
4096,256,bfloat16,False,1,16,cuda,flash_forced,cuda_sdpa_flash_forced,ok,,13.295648002624512,13.276448249816895,13.236224174499512,13.390848159790039,0.04396732782670432,134480896
4096,256,bfloat16,True,1,16,cuda,sdpa_auto,cuda_sdpa_auto,ok,,6.624337601661682,6.7806079387664795,4.685823917388916,6.862239837646484,0.5110941287259522,134480896
4096,256,bfloat16,True,1,16,cuda,flash_forced,cuda_sdpa_flash_forced,ok,,6.719646430015564,6.943104028701782,4.8506879806518555,7.018496036529541,0.6190505037957438,134480896
